# One correction, one line. Six pipe-separated fields, no wrapping:
#
#   DATE | SLUG | CLASS | CHANNEL | GATE | NOTE
#
# DATE     YYYY-MM-DD
# SLUG     short kebab-case handle; reuse one only for a literally recurring problem
# CLASS    from .ai/gates/data/corrections_vocab.json -- which ships EMPTY, so the
#          first entry you write also adds its class to that file
# CHANNEL  who found it: karel-style maintainer name, claude, gate, test, audit, none
# GATE     yes | yes-now | no-judgment | no-gap | n/a
# NOTE     >=40 chars, and length is not the point. Three things earn the entry:
#          what was wrong concretely, WHY IT WAS BELIEVED, and what generalises.
#          The middle one is what makes clustering possible -- the shape of the
#          error is what repeats, not its subject.
#
# Validated by `nightshift.gates.corrections_log` on every edit, so a malformed
# line cannot sit here quietly. Read the distribution with
# `python -m nightshift.corrections`.
#
# This file starts empty and that is the intended state. The framework ships the
# machinery for earning rules, not a set of earned rules.
2026-08-03 | uninstall-deleted-what-it-kept | derived-what-only-the-act-knew | maintainer | no-judgment | `uninstall.plan` decided what to delete by asking `init.build_plan` what it writes and intersecting with the disk, taking `writes | kept` as the candidate set. After a run our own files EXIST, so the second build files them under `kept` -- the same list as a `CLAUDE.md`, `.gitattributes`, `.claude/memory/arch.md` or `docs/tier-binding.md` the project already had and `init` deliberately left alone. So `nightshift uninstall --yes` in any repo that was not empty deleted the operator's own documents. Reproduced 2026-08-03 on a synthetic repo carrying all four: every one appeared under `delete 27 file(s)`. Why it was believed: the intersection is the mechanism that makes the command safe in the ordinary case, and `test_uninstall_removes_exactly_what_init_wrote` passed -- because its fixture is a FRESH repo, where `kept` is empty and the wrong list and the right list are the same list. Every uninstall test used that fixture, so the suite could not see the case. Generalises: DERIVING A FACT FROM THE CURRENT STATE CANNOT RECOVER PROVENANCE -- only the act that wrote a file knows it wrote one, and `init`'s own refusal to overwrite is exactly what guarantees the two are indistinguishable afterwards. Same shape as a fixture that is too clean to contain the bug: the empty case is where the wrong algorithm and the right one agree. Fixed: `init` writes `.ai/install.json` naming what it created (accumulating across re-runs, or a second `init` would leave a receipt saying it made nothing), `uninstall` reads that and intersects it with what `init` can write so a hand-edited receipt is not obeyed, pre-receipt installs fall back to byte-comparison and report what they declined, and nine tests in tests/test_install_flow.py run every case through a repo that already has its own four documents.
2026-08-03 | never-overwrite-read-as-nothing-to-do | derived-what-only-the-act-knew | maintainer | no-gap | The other half of `uninstall-deleted-what-it-kept`, and the reason there was nothing to remove: `init` staged `CLAUDE.md`, `.gitattributes`, the `[tiers].binding_doc` and `Board/README.md` through the same never-overwrite path as everything else, so a project that already had any of them got one line reading 'keep (already present, untouched)' and the requirement was NEVER INSTALLED. For those four the content is the requirement and the file existing is not: the rules a session must follow, the `* text=auto eol=lf` line, the fenced block `nightshift.tiers` parses, the lane contract. Measured 2026-08-03 in a repo with three of them present: two gate violations on the very first run (`line_endings` on a `.gitattributes` that lacked the rule, `dead_code` unrelated) and `tiers.binding()` unable to find a block at the path the manifest pointed at -- an install that reported success and had configured nothing. Why it was believed: 'never overwrite the operator's file' is a real and load-bearing rule, and `stage()` is how it is kept; the error was reading it as 'therefore do nothing', when the third option -- add to the file without touching what is there -- was available the whole time. Every install test used a fixture with none of the four files, so the branch never ran. Generalises: NEVER-OVERWRITE IS NOT THE SAME RULE AS NOTHING-TO-DO, and conflating them turns a safety property into a silent skip. The tell is a report line in the passive voice: 'kept, untouched' names what was not done and never asks whether something still needs doing. Fixed: a `merge()` path appends a block fenced by `nightshift:begin`/`nightshift:end` markers, with the framework's CLAUDE.md half going to `.ai/CLAUDE.md` and a pointer into theirs; `uninstall` strips exactly those blocks by reading the markers, so it is symmetric with or without a receipt; `branch_role_prose` gained the second path so the branch-role rule is gated wherever it landed. Two further bugs fell out of testing it, both the same re-run shape as the receipt: keying the CLAUDE.md split on the file EXISTING made a second `init` write an orphan `.ai/CLAUDE.md`, and a file this tool wrote is just a file that exists, so `Board/README.md` was appended to itself.
2026-08-03 | runtime-output-never-ignored | origin-repo-had-it-by-hand | maintainer | no-gap | `init` never wrote a `.gitignore`, so a consuming project committed `.ai/runs/` (worker transcripts), `.ai/.preflight` (the receipt) and `.ai/host.json` (per-machine dispatch config resolved from the committed `hosts.json`). The receipt is the dangerous one: it names a commit SHA and the push guard accepts it, so a committed receipt UNBLOCKS A PUSH on a machine that never ran the checks -- pulled, not earned. `.ai/STOP` likewise halts the runner and must never arrive by pull. Found 2026-08-03 by running init in a synthetic project, running preflight, and reading `git status`: three run artefacts staged for commit. `uninstall` then left `.ai/runs/` behind, because it listed the directory under remove-only-if-empty -- the rule that protects the operator's own work, applied to a directory holding nothing but ours. Why it was believed: the framework's own repo has had those four entries in its `.gitignore` since before the extraction, so every test, every gate run and every manual check inside it behaved correctly; the missing step is invisible from the one repo where the property is satisfied by hand. Same shape as `gate-scope-outlived-its-directory`: the framework repo is not a fair sample of the repos the framework runs in. Generalises: A PROPERTY THE ORIGIN REPO HAS BY HAND IS A PROPERTY THE TOOL IS NEVER ASKED TO PRODUCE -- the test for an install step has to run in a repo that lacks what the author's repo happens to have. Fixed: a `templates/gitignore` merged in like the other content-is-the-requirement files, `uninstall` gained a `trees` list removed with contents, and four tests assert the patterns land, the comments sit on their own lines (a `#` after a pattern is part of the pattern), an existing `.gitignore` keeps its own entries, and run output is gone afterwards.
2026-08-03 | install-ended-with-homework | work-printed-instead-of-done | maintainer | no-gap | `init` finished by printing five numbered commands for a HUMAN to run: commit, doctor, gates, preflight, runner --dry-run. Every one of those is reading check output and repairing what it names, which is precisely the job this framework exists to give to an agent -- in the origin project every gate violation for three months was read and fixed by one. So the closing screen was the framework declining to use itself, and the first install by someone who had not built it stopped at exactly that screen. Maintainer, 2026-08-03: "It's not meant to be used by a human, but used by AI. I would like the init to end with LLM running the diagnosis and fixing bugs that it found. Not human, who checks gates manually now. In this project, it is you, who uses the nightshift, does the preflight and fixes bugs that gates find." Why it was believed: the list was an improvement on what it replaced (a `your call:` section naming decisions with no way to act on them), so the fix for 'unactionable' was read as 'make each item actionable' rather than 'stop handing it over'. The measure of an install step is not whether a person CAN follow it. Generalises: A TOOL THAT ENDS BY PRINTING WORK HAS DECIDED WHO DOES IT, and if the answer contradicts what the tool is for, the printout is the bug. The tell is an imperative in the output with no subject -- 'run the gates' names the action and hides the actor. Fixed: `nightshift fix` runs every check via `preflight.run_checks`, dispatches one agent at the lead tier with the failures and their reproduction commands, re-diagnoses, and stops on green / no-progress / three rounds; its prompt carries the seven forbidden moves (delete the gate, raise the budget, xfail the test, --no-corrections, commit) because an agent told to make checks pass will weaken the check, and each of those has been done here in good faith. What it declines to decide becomes a `needs-decision/` card that `card_schema` validates -- the maintainer's own suggestion, "creating cards for what to fix, so the user can decide." `nightshift bootstrap` writes one skill file and nothing else, breaking the chicken-and-egg where init installs skills and you want a skill to run init, so the manual part of an install is three commands and `/install-nightshift`. Verified by a real dispatch against a deliberately broken repo on 2026-08-03: the agent restored the deleted `.gitattributes` LF rule, wrote a correction entry naming why the surviving comment block made the deletion look intentional, and re-ran itself to 21 gates green.
2026-08-03 | private-lane-never-created | origin-repo-had-it-by-hand | maintainer | yes-now | `init` created the board by iterating `board.LANES`, and the ideas lane is deliberately NOT in that tuple -- `ideas_fence` derives 'this lane is private' from a board subdirectory being absent from it, which is how the rule gets written down once instead of twice. Correct design, wrong consumer: the installer read the same tuple as 'the lanes that exist', so the maintainer's own lane was the one lane nobody created for them. Meanwhile `Board/README.md` opens with a flow beginning at that lane, the CLAUDE.md template names it as private, and `reconcile` calls itself its only permitted reader -- three documents describing a directory the install never made. It fails open in the quietest way available: `reconcile` globbing a missing directory finds no notes, which is indistinguishable from having none. Reported by the maintainer, 2026-08-03, who simply asked whether it was true. Why it was believed: `LANES` is the right list for every other caller (what may be moved into, what may be scanned, what the digest reports), so reaching for it in a sixth place looked like reuse rather than a category error -- and in the origin project that directory has existed since before the extraction, so no run there could ever have noticed. Second instance of `origin-repo-had-it-by-hand` in one day, after `runtime-output-never-ignored`; the class is earning its place. Generalises: A LIST WITH A PURPOSE IS NOT A LIST OF WHAT EXISTS. When a name is omitted from a collection in order to encode a property, every later caller inherits the omission along with the property -- including the callers that only wanted the enumeration. Fixed: `board.PRIVATE_LANE` owns the string (`reconcile.PRIVATE` and `card_schema`'s literal now point at it), `init` stages that lane on its own line with the reason attached, and `test_init_creates_every_lane_including_the_private_one` asserts SET EQUALITY against `LANES | {PRIVATE_LANE}` so the next lane added fails there too -- plus a test that the board README names every lane that exists, which is the doc half of the same drift. Noted while fixing it, and NOT changed: `ideas_fence` matches the lane's path as a substring of a Bash command, so it blocks a commit message that merely mentions the path. That is a false positive whose cost is rewording, versus a false negative whose cost is the lane being read; telling 'reads it' from 'mentions it' would mean parsing shell.
2026-08-03 | board-had-no-view | origin-repo-had-it-by-hand | maintainer | no-gap | `init` created seven lane directories and no way to look at them. The board's design is that a card's state IS the directory it sits in -- no database, no daemon, resumable from disk -- and that design is exactly why a directory tree is not a board to a human: seven folders of markdown is the storage format, not the interface. The origin project has had `Board.base`, an Obsidian Bases file giving a Kanban plus a Live and an Archive table, since long before the extraction; it was never a template, so no consuming project ever got one. The board README shipped by `init` says 'the Kanban' four times and never said where it came from, and `card_schema` even allows a `kanban_order` field on the grounds that 'Base Board writes it when a card is dragged' -- a gate accommodating a tool the installer did not install. Reported by the maintainer, 2026-08-03: he opened a freshly installed repo in Obsidian and there was no board. Why it was believed: every check the framework can run passes without it. Gates, preflight, the runner and the reconciler all read directories, so the entire test surface is blind to whether the board is legible to a person -- the missing piece is the only part of the board a human touches, and the only part nothing automated needs. Third instance of `origin-repo-had-it-by-hand` in one day (after `runtime-output-never-ignored` and `private-lane-never-created`), and the sharpest: the other two were files a check would eventually have caught. Generalises: WHAT THE ORIGIN REPO HAS THAT NO CHECK READS IS INVISIBLE TWICE OVER -- absent from the templates because nobody ported it, and absent from the failures because nothing tests it. The question to ask of any extraction is not only 'what does the code need' but 'what does the human open'. Fixed: `templates/board.base` rendered with `{{board}}` and `{{private_lane}}`, its `boardColumns` GENERATED from `board.LANES` in flow order so the column list cannot drift from the lane set (a view silently missing a lane hides the cards in it, which is worse than having no view), the private lane filtered out except for a note flagged with a `state:`, a `Seeing it` section in the board README naming the Bases plugin requirement, and five tests including one that reads the rendered columns back and compares them to `LANES`. Kept rather than merged when the file already exists -- a `.base` is YAML config and appending a marked block would corrupt it -- with a note telling the operator to check their column list.
2026-08-03 | budget-without-its-subject | schema-field-nothing-read | maintainer | yes-now | `init` asked the operator for `[memory].budget_bytes` and wrote it, and never wrote `[memory].orientation` -- which is the field naming WHICH files the budget applies to. `orientation_budget` reads both, so with an empty orientation list it measured nothing and reported green: the interview question was answered, the answer landed in the manifest, and the gate it was for could not run. Measured 2026-08-03 on a fresh install: `orientation: ()`, `budget_bytes: 100000`, gate silent. The second half is the same failure at the doctrine level -- the origin project's whole orientation-vs-detail structure (small current-state files, dated narrative in companions loaded on demand) existed only as prose in that project's own CLAUDE.md, so a new repo got the machinery and none of the structure. Maintainer, 2026-08-03: 'I installed it in a new repo and it's claude.md is a mess, while we have nice rules and structure for dungeoneer... this probably should be a rule enforced by nightshift?' Why it was believed: `orientation` carries CONFIRM because 'these are the files every session loads' is a claim about the operator's OWN documents and genuinely unguessable -- correct for their files, and wrongly extended to the four memory stubs `init` writes itself, which are the always-loaded set BY CONSTRUCTION of the CLAUDE.md the same run ships. Not guessing is not the same as having nothing to say about your own output. Third instance of `schema-field-nothing-read`. Generalises: A SETTING AND ITS SUBJECT MUST ARRIVE TOGETHER. Asking for a bound while leaving the thing bounded undeclared produces a config that looks configured, and the tell is a question whose answer no code path can consume. Fixed: `init` declares its own stubs in `[memory].orientation` and merges rather than replaces whatever the operator confirmed about theirs; a new `orientation_shape` gate reports an orientation file with three or more DATED HEADINGS as a log becoming a 196 KB file, naming the companion to move it to (threshold three and headings only, because a gate firing on any date in an orientation file would be muted in a week); and the install skill gained a step that offers to restructure the project's own docs into that shape -- asking first, moving rather than rewriting their words, and declining to invent empty memory files.
2026-08-03 | rule-tested-against-its-author | derived-not-verified | gate | yes-now | `orientation_shape` shipped matching an ISO date ANYWHERE in a heading, on the reasoning that three dated headings in an always-loaded file means it has become a session log. It was tested against three synthetic documents I wrote myself, which agreed with the rule because the same hand wrote both. Its first contact with a real repo, minutes later, flagged the origin project's `design.md` -- a 40 KB DECISION REGISTER whose headings are subsystems with the decision date attached (`## Traps (decided 2026-07-17)`, `## Skills System (decided 2026-07-18, IMPLEMENTED WP1-WP8)`). That is precisely the shape an orientation document SHOULD have, and the gate's own docstring claimed to allow it -- in prose only, having never considered that the same construction appears in headings. Counted afterwards over all 30 memory documents: the shipped rule rejected 4 (two registers, wrongly; two history companions, out of scope), the corrected rule -- date must be at the START of the heading, which is what distinguishes 'the session is the subject' from 'the subsystem is the subject' -- rejects 1, a companion the gate never reads. Why it was believed: the rule was correct about the failure it was built from (`state.md` reaching 196 KB one dated section at a time), and a rule that explains its originating case feels verified by it. `.ai/recipes/verify-before-shipping-a-rule.md` exists for exactly this and I did not open it -- in the same hour I filed a card arguing that recipe should ship to consuming projects. Generalises: A RULE TESTED ONLY AGAINST EXAMPLES ITS AUTHOR WROTE HAS BEEN TESTED AGAINST ITS AUTHOR'S UNDERSTANDING, NOT AGAINST THE WORLD. The corpus is the test; step 4 of that recipe (report the count, zeros included -- how many pass, how many the rule REJECTS) would have caught this in one command, because 4-of-30 with two of them obviously fine is visible the moment it is printed. Fixed: the pattern anchors the date at the start of the heading text (leading `**`, `[`, `_` decoration allowed, since styling is not subject, and `(?!\d)` rather than `` to close it because `_2026-08-03_` has no word boundary); the reported companion is one the project already has rather than an invented `_history` name; the counted corpus is recorded in the gate's docstring; and the tests now include the register pattern verbatim from the real file.
2026-08-03 | gate-threshold-hid-the-backlog | derived-not-verified | maintainer | no-gap | The shipped gates are tuned to stop NEW mess, not to report the accumulated kind, and nothing in the install ever showed a repo what it already had. `dead_code` runs vulture at `min_confidence 80`, where vulture reports unused imports and variables but NOT unused functions, classes or methods -- those it rates at 60. Measured 2026-08-03 on a synthetic repo carrying a deliberately unused function: vulture at 60 reported it, the gate at 80 reported nothing, and the install ended green. The 80 default is right for a gate (it was chosen on the origin project, where 60 gives 74 findings and 80 gives 8) -- a gate at 60 would be muted in a week. The error was treating the day-to-day threshold as the only time anybody looks. Why it was believed: the install had grown an analysis step and a fix step, and both are about the state the checks describe; nobody asked what the checks are deliberately quiet about. Maintainer, 2026-08-03: 'New install should create the cards, so owner can check what is happening.' Generalises: A THRESHOLD TUNED FOR A RECURRING CHECK IS THE WRONG THRESHOLD FOR THE ONE-TIME SURVEY. The same tool answers two different questions -- 'has anything got worse since yesterday' and 'what is in here' -- and the second is asked exactly once, at install, when a noisy answer is affordable because a human is reading it. Fixed: the install skill gained a sweep step running vulture at 60 alongside the entry point (leaving it out reports everything only it uses as dead) and excluding tests/ (pytest injects fixtures by decorator, ~25 false findings), with the output becoming CARDS rather than a cleanup diff -- one card per cluster, each needing a real `## Approach` naming which symbols and whether anything reaches them dynamically. Unused imports are the single exception fixable in place, because a static tool cannot see a registry but it can see an import.
2026-08-04 | guard-denied-its-own-commit | derived-not-verified | claude | yes-now | `preflight_guard` was rewritten to resolve the pushed repo from the command instead of from the session, and shipped with a fail-closed path: anything it cannot attribute is denied. Correct policy. It was verified against 18 hand-piped payloads and 24 tests, every one of them a COMMAND -- `git push`, `git -C X push`, `cd X && git push`, `xargs git push`, an unterminated quote. None of them was a command whose PROSE mentions pushing. The first thing it met in real use was the commit of its own rewrite, whose message described the incident it was built for and contained the words `git push` and the apostrophe in `the session's repo`: the heredoc body made the command look guarded, the apostrophe made it unlexable, and it denied a `git commit` that pushed nothing. Then it denied the script written to investigate that, for the same reason. A here-document body is data the shell hands to a program's stdin and is never parsed as command text. Fixing that surfaced the mirror defect: `<<<` lexes as an operator the splitter does not know, so `cat <<<word` followed by a real push on the next line was ALLOWED -- caution pointed the wrong way in both directions at once. Why it was believed: the test corpus was drawn from the threat model (ways a push could hide) rather than from the traffic (what actually goes through a Bash hook all day), and every case in it passed. Second instance of `derived-not-verified` today, after `rule-tested-against-its-author`, and the same shape one layer out: there the examples were written by the rule's author, here they were drawn from the rule's own subject matter. Generalises: A GUARD IS TESTED AGAINST WHAT IT MUST CATCH AND LIVES AGAINST WHAT IT MUST LET THROUGH. The corpus that matters for a deny-by-default rule is the ordinary traffic, and for a hook on Bash that means commits, greps and echoes whose text discusses the very thing being guarded -- documentation of a rule is the input most likely to trip it. Fixed: heredoc bodies and here-strings are stripped before the guarded-op search and the lexer, three tests cover both directions including a push after a stripped body, and this commit message is itself the case that failed.
2026-08-04 | pre-existing-against-the-wrong-baseline | derived-not-verified | claude | no-judgment | A subagent finished the i18n-gate move and reported two failing Dungeoneer tests as 'pre-existing... I reproduced them with the framework stashed to HEAD, and they are about preflight_guard's receipt state, nothing I touched.' Both claims were wrong in the same way: HEAD of the framework ALREADY CONTAINED the guard rewrite committed an hour earlier, so stashing to HEAD reproduced the new behaviour, not the old. `test_guard_allows_when_it_cannot_parse` asserts the fail-open contract that rewrite deliberately reversed, and `test_guard_targets_the_merge_source_not_head` calls `_target_sha`, a function the rewrite renamed to `_sha` with a different signature -- an AttributeError, which is not a receipt-state failure by any reading. Caught because the test NAME contradicted a change I had made myself and remembered; had the rewrite been someone else's work a week earlier, the 'pre-existing' label would have stood and two tests would have sat red. Why it was believed: the agent's evidence procedure was sound in form -- stash, re-run, compare -- and its baseline was wrong, which no amount of care inside the procedure can detect. An editable install makes this specific trap easy: the framework's HEAD is live in the consuming project the instant it is committed, so 'before my change' and 'before any change' are different commits and only one of them is what `git stash` restores. Generalises: A CLEAN BISECT AGAINST THE WRONG BASELINE IS INDISTINGUISHABLE FROM A CLEAN BILL OF HEALTH. When a delegated result says 'pre-existing', the claim to check is which commit it called 'before', not whether it re-ran the test. Fixed: both tests updated to the current contract with the reversal explained in the docstring -- the fail-open one now states why blocking on confusion became correct once the guard resolves the target from the command rather than the session.
2026-08-04 | doctrine-from-recent-memory | derived-not-verified | claude | yes-now | The card said to ship the practice this project's tests follow: 'the docstring says what failure earned the test'. The agent counted before writing and the premise described a minority -- 345 of 533 framework test functions carry a docstring (64%) and 621 of 2027 in the origin project (30%). What IS universal is the MODULE docstring: 138 of 138 files in both suites. And in the sharpest case the bareness is the better practice -- one corpus-cache test file has 13 of 16 tests bare under a module docstring that says outright which are load-bearing and why. So the shipped rule became 'put the reasoning where the reasoning belongs' (the file carries it when one bug shaped the file, the test carries it when the test defends one incident) rather than the flat version the card asked for. Two more of the card's claims shrank under counting: 'the test that restates the implementation' turned up three instances across 2027 tests, all three defensible, so it was demoted from a numbered failure mode to a one-line Don't; and 'one behaviour per test' had to be worded as one behaviour rather than one assert, because the best test in the install suite makes five assertions that are all one behaviour. Why it was believed: the practice is real and visible in every test written in the last week -- which is the sample a person recalls, and recall is ordered by recency, not by frequency. The measurement the card was built from was 'the tests I have been reading', a corpus of maybe thirty. Generalises: A PRACTICE YOU CAN NAME FROM MEMORY IS A PRACTICE YOU HAVE SEEN RECENTLY, NOT ONE THE CORPUS FOLLOWS. Before shipping a convention as doctrine, count what fraction of the tree actually obeys it -- a rule that a third of the corpus violates is either a rule the corpus rejects or a backlog nobody has agreed to, and both are worth knowing before the rule is written down for other people. Same procedure as `verify-before-shipping-a-rule` step 2-4, applied to a practice rather than a schema. Fixed: the spine states the counted version, the two shrunken claims are demoted, and the summary-line failure mode -- which has three independent scars in production code -- was promoted into the slot the restated-implementation one vacated.
